listing_id,listing_name,host_id,host_name,neighbourhood_group,lat_lon,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39267,CENTRAL PARK LOFT all for YOU,168417,Marie,"Upper East Side, Manhattan",40.77456;-73.95323,Entire home/apt,"$99,00.-",1,234,8/6/19,2.6,2,164
39282,Indie-Chic Share In Williamsburg,168525,Gus,"Williamsburg, Brooklyn",40.71088;-73.95055,Private room,"$69,00.-",4,202,28/5/19,1.86,2,53
39593,"A room w/ a Manhattan view, longer stay",110506,Myung,"Sunnyside, Queens",40.74559;-73.92313,Private room,"$79,00.-",30,28,12/4/19,0.26,1,126
39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,"Bedford-Stuyvesant, Brooklyn",40.68306;-73.94659,Entire home/apt,"$135,00.-",2,309,22/6/19,2.86,2,3
40039,Luxurious Condo in DUBMO with View,171851,Henry,"DUMBO, Brooklyn",40.70207;-73.98571,Private room,"$250,00.-",3,14,25/4/11,0.13,1,189
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Sylvia,"Upper East Side, Manhattan",40.76123;-73.9642,Entire home/apt,"$250,00.-",3,4,23/9/16,0.08,1,365
41348,* Spacious GARDEN Park Slope Duplex* 6 people max,180083,Syl,"Gowanus, Brooklyn",40.66858;-73.99083,Entire home/apt,"$250,00.-",2,80,6/7/19,2.17,1,0
41513,Convenient cozy cheap apt Manhattan,181167,Lorenzo,"Harlem, Manhattan",40.82704;-73.94907,Entire home/apt,"$80,00.-",3,2,2/11/15,0.04,1,0
42580,Parlor Room In Victorian Townhouse,137814,Waldemar,"Clinton Hill, Brooklyn",40.68843;-73.96408,Private room,"$70,00.-",2,294,24/6/19,3.47,3,336
42729,House On Henry (2nd FLR Suite),11481,Annette,"Carroll Gardens, Brooklyn",40.6783;-74.00135,Entire home/apt,"$165,00.-",2,150,18/6/19,1.4,3,342
42882,New York room with a view,185978,Newyorkroomwithaview,"St. George, Staten Island",40.64524;-74.08088,Private room,"$70,00.-",2,166,13/6/19,1.66,1,312
43957,Sunny cozy room in Brklyn townhouse,177536,Tessa,"Bushwick, Brooklyn",40.70641;-73.91765,Private room,"$50,00.-",2,47,19/6/19,0.94,1,37
44096,Room with a View,190409,Waundell,"Highbridge, Bronx",40.83232;-73.93184,Private room,"$40,00.-",1,219,4/7/19,2.04,3,353
44161,Light+Open+Airy+Rustic+Modern Loft,193360,Young,"Williamsburg, Brooklyn",40.71045;-73.9677,Entire home/apt,"$150,00.-",2,193,6/7/16,1.78,1,177
44212,West Inn 2 - East Village,72062,Bruce,"East Village, Manhattan",40.72518;-73.98034,Private room,"$125,00.-",1,84,23/6/19,0.78,4,1111
44221,Financial District Luxury Loft,193722,Coral,"Financial District, Manhattan",40.70666;-74.01374,Entire home/apt,"$196,00.-",3,114,20/6/19,1.06,1,0
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,"Fort Greene, Brooklyn",40.69098;-73.97113,Private room,"$110,00.-",2,213,24/6/19,2,2,321
44288,Your own Lovely West Village Studio,193637,Sara,"West Village, Manhattan",40.73756;-74.00405,Entire home/apt,"$170,00.-",3,86,1/6/19,0.8,1,246
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Laurine,"Harlem, Manhattan",40.81526;-73.94791,Entire home/apt,"$165,00.-",3,80,26/5/19,0.75,3,231
45393,Greenwich Village Stylish Apartment,201297,Myrna,"West Village, Manhattan",40.73423;-74.0046,Entire home/apt,"$150,00.-",26,38,20/4/16,0.36,1,225
45542,Clean and Cozy Harlem Apartment,202249,Campbell,"Harlem, Manhattan",40.82374;-73.9373,Entire home/apt,"$100,00.-",2,18,17/12/18,1.79,1,0
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,"Fort Greene, Brooklyn",40.68863;-73.97691,Private room,"$65,00.-",2,206,30/6/19,1.92,2,0
45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,"Ridgewood, Queens",40.70382;-73.89797,Entire home/apt,"$350,00.-",8,10,12/5/19,0.11,5,365
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,"Morningside Heights, Manhattan",40.80549;-73.95924,Private room,"$99,00.-",4,122,14/5/19,1.18,2,233
45940,Bright Spacious Luxury Condo,204724,Miyoung,"Williamsburg, Brooklyn",40.71627;-73.9587,Entire home/apt,"$200,00.-",4,33,8/4/19,0.58,1,1
46544,Park Slope haven 15 mins from Soho,8198,Monica,"Park Slope, Brooklyn",40.67994;-73.97863,Entire home/apt,"$150,00.-",5,52,5/6/19,0.5,1,18
46723,SAFE  AND BEAUTIFUL ACCOMODATION,209460,Marylyn,"Bedford-Stuyvesant, Brooklyn",40.67992;-73.9475,Private room,"$90,00.-",3,126,19/5/19,1.17,4,343
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,"Prospect Heights, Brooklyn",40.67868;-73.97307,Private room,"$120,00.-",3,51,24/6/19,0.48,3,250
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,"Upper East Side, Manhattan",40.76834;-73.95334,Private room,"$75,00.-",3,199,24/6/19,1.85,1,326
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,"Bedford-Stuyvesant, Brooklyn",40.68237;-73.9415,Entire home/apt,"$175,00.-",26,30,3/9/12,0.29,1,364
47370,Chelsea Studio sublet 1 - 2 months,214287,Alex,"Chelsea, Manhattan",40.74031;-73.99999,Entire home/apt,"$125,00.-",3,3,17/7/15,0.03,1,0
47926,LUX APT IN TIMES SQUARE NEW BUILDING,218404,Claudia,"Hell's Kitchen, Manhattan",40.76307;-73.99665,Entire home/apt,"$275,00.-",1,41,26/6/19,0.38,1,299
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,"Lower East Side, Manhattan",40.71882;-73.98852,Entire home/apt,"$299,00.-",2,109,15/6/19,1.04,1,207
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,Laurie,"South Slope, Brooklyn",40.6693;-73.98804,Entire home/apt,"$135,00.-",5,151,22/6/19,1.43,3,162
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,"Upper East Side, Manhattan",40.77333;-73.95199,Private room,"$130,00.-",14,0,,,2,0
51485,Lower East Side $57~/night,236655,Erina,"Lower East Side, Manhattan",40.72319;-73.99201,Private room,"$83,00.-",1,285,22/6/19,2.69,1,7
51572,Prime Location in Manhattan,237329,Lee,"Chelsea, Manhattan",40.74859;-73.99671,Private room,"$123,00.-",1,375,18/6/19,3.52,1,328
51850,( F) Excellent/Pvt Rm,27848,Jullett,"Jamaica, Queens",40.67252;-73.76597,Private room,"$55,00.-",2,52,20/5/19,0.49,2,365
53137,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,"Hell's Kitchen, Manhattan",40.76244;-73.99271,Entire home/apt,"$195,00.-",5,10,1/7/19,1.01,1,0
53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,Charlotte,"Bedford-Stuyvesant, Brooklyn",40.69546;-73.93503,Private room,"$80,00.-",2,11,13/11/17,0.48,1,0
53469,cozy studio with parking spot,204539,Mark,"Middle Village, Queens",40.71722;-73.87856,Entire home/apt,"$98,00.-",30,33,9/5/15,0.31,5,240
53470,Clean and convenient 2BR apartment,204539,Mark,"Ridgewood, Queens",40.70234;-73.89816,Private room,"$140,00.-",7,6,8/10/15,0.06,5,365
53477,3 floors of luxury!,204539,Mark,"Middle Village, Queens",40.71546;-73.87854,Entire home/apt,"$265,00.-",7,38,27/4/19,0.38,5,365
54158,The Institute—Heart of Williamsburg,10889,Bob,"Williamsburg, Brooklyn",40.7195;-73.95976,Entire home/apt,"$249,00.-",2,358,20/6/19,3.44,2,164
54453,MIDTOWN WEST - Large alcove studio,255583,Anka,"Hell's Kitchen, Manhattan",40.76548;-73.98474,Shared room,"$105,00.-",6,10,7/1/14,0.09,1,363
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,"Harlem, Manhattan",40.80234;-73.95603,Private room,"$200,00.-",30,0,,,1,365
54508,Sml Rm in pr Brst  Park Sl great for Med/students,210746,Kathleen R.,"Prospect Heights, Brooklyn",40.6787;-73.97262,Private room,"$100,00.-",2,226,6/6/19,2.12,3,250
54544,City Room - Private Penthouse Apt.,256161,Wayne,"Harlem, Manhattan",40.81035;-73.94598,Entire home/apt,"$121,00.-",1,104,22/6/19,1,5,247
54626,Cozy bedroom by Yankee Stadium,190409,Waundell,"Highbridge, Bronx",40.83075;-73.93058,Private room,"$45,00.-",1,138,30/6/19,1.45,3,323
54860,Great apartment with private bathroom and entrance,258164,Jenny,"East Harlem, Manhattan",40.79958;-73.94275,Private room,"$100,00.-",5,204,23/6/19,1.92,1,192
55467,Private Garden Apt • New Renovation,260709,Paul,"Williamsburg, Brooklyn",40.71625;-73.93845,Entire home/apt,"$140,00.-",2,253,2/7/19,3.04,1,125
55498,Modern comfort in art infused landmark Brownstone,262138,Tami,"Bedford-Stuyvesant, Brooklyn",40.6829;-73.93549,Private room,"$71,00.-",2,23,1/7/19,0.22,1,91
55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,Jason,"NoHo, Manhattan",40.72773;-73.99134,Private room,"$130,00.-",2,115,5/12/18,1.17,1,75
55737,Sleek & Comfortable Soho Apt,263414,Pete,"West Village, Manhattan",40.72861;-74.0049,Entire home/apt,"$199,00.-",5,129,19/5/19,1.22,1,286
55959,Spacious Williamsburg Share w/ LOFT BED,168525,Gus,"Williamsburg, Brooklyn",40.70979;-73.95162,Private room,"$69,00.-",4,82,10/6/19,1.13,2,60
55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,"Fort Greene, Brooklyn",40.68656;-73.97525,Private room,"$68,00.-",3,37,31/12/18,0.35,1,0
56467,Cozy East Village Railroad 1 Bed!,267593,Leonardo,"East Village, Manhattan",40.72752;-73.98432,Entire home/apt,"$130,00.-",1,204,1/7/19,2.04,1,192
56525,1 Bedroom Loft w/ Private Roof Deck,268014,Alex,"Greenpoint, Brooklyn",40.729;-73.95829,Entire home/apt,"$195,00.-",2,69,13/6/19,0.65,1,58
56859,City Room - Private & Comfy Bedroom,256161,Wayne,"Harlem, Manhattan",40.81219;-73.94499,Private room,"$64,00.-",1,192,3/6/19,1.84,5,245
57166,Elegant NYC Pad,272006,Vasili,"Ditmars Steinway, Queens",40.77185;-73.90502,Entire home/apt,"$140,00.-",2,17,17/6/19,0.16,1,292
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,"Cobble Hill, Brooklyn",40.68926;-73.99386,Entire home/apt,"$159,00.-",2,222,24/6/19,2.12,1,279
57468,"Modern, Large East Village Loft",239208,Ori,"East Village, Manhattan",40.72821;-73.98701,Entire home/apt,"$189,00.-",3,205,23/6/19,1.96,1,0
57618,"Great new apt, close to everything",274557,Ana,"Hell's Kitchen, Manhattan",40.7672;-73.98508,Entire home/apt,"$250,00.-",3,94,9/6/19,0.96,1,3
57740,Quiet & Clean Retreat in the City,275459,I,"East Village, Manhattan",40.73012;-73.99053,Entire home/apt,"$239,00.-",3,7,24/5/19,0.07,1,351
57754,Stylish Large Gramercy Loft!,275578,R,"Flatiron District, Manhattan",40.7403;-73.98498,Entire home/apt,"$305,00.-",2,108,30/6/19,1.09,1,201
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,"Harlem, Manhattan",40.80931;-73.94343,Entire home/apt,"$155,00.-",3,222,26/6/19,2.1,2,232
58059,PRIVATE Room on Historic Sugar Hill,277379,Agnes,"Harlem, Manhattan",40.8251;-73.94287,Private room,"$60,00.-",1,458,3/7/19,4.58,2,258
58062,South Slope Green,277394,Linda,"Windsor Terrace, Brooklyn",40.6585;-73.98397,Private room,"$135,00.-",2,21,17/5/19,0.26,1,272
58467,"17 Flr. Manhattan Views, Nr. Subway",279797,Dave,"Roosevelt Island, Manhattan",40.76193;-73.9501,Private room,"$120,00.-",7,17,8/5/19,0.3,1,341
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,"Lower East Side, Manhattan",40.72052;-73.98589,Entire home/apt,"$150,00.-",3,41,2/1/19,0.39,1,244
59121,"Nice, clean, safe, convenient 3BR",204539,Mark,"Ridgewood, Queens",40.70411;-73.89934,Entire home/apt,"$140,00.-",14,1,17/9/12,0.01,5,365
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,274782,Betty,"Greenpoint, Brooklyn",40.73401;-73.95967,Entire home/apt,"$135,00.-",2,69,19/5/19,0.67,1,12
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Ricardo & Ashlie,"Chinatown, Manhattan",40.71756;-73.99503,Entire home/apt,"$250,00.-",4,18,1/7/19,0.18,2,265
59855,One bedroom Apt. in NYC,288031,Leslie,"Midtown, Manhattan",40.7589;-73.96991,Entire home/apt,"$250,00.-",30,82,5/1/16,0.78,1,0
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,"SoHo, Manhattan",40.72003;-74.00262,Entire home/apt,"$500,00.-",4,94,23/6/19,0.99,1,329
60457,Spacious Greenwich Village Apt,99212,Jessica,"Greenwich Village, Manhattan",40.73194;-73.99474,Entire home/apt,"$225,00.-",5,10,11/5/19,0.1,1,91
60611,SpaHa Studio Monthly Rental,292204,Blanca,"East Harlem, Manhattan",40.79163;-73.94573,Entire home/apt,"$125,00.-",28,183,29/9/18,1.83,2,365
60666,City Room - Private Luxury Suite,256161,Wayne,"Harlem, Manhattan",40.8118;-73.94434,Private room,"$92,00.-",1,189,11/6/19,1.82,5,253
60673,Private Room/bath Luxurious Harlem,249372,Cynthia,"Harlem, Manhattan",40.81583;-73.94707,Private room,"$175,00.-",2,1,7/10/18,0.11,1,365
60680,The gem of the East Village,292630,Mich,"East Village, Manhattan",40.72654;-73.98049,Entire home/apt,"$99,00.-",2,127,20/6/19,1.22,1,320
60794,"Bright and spacious, garden below!",293394,Rachel,"Upper West Side, Manhattan",40.80021;-73.96071,Entire home/apt,"$195,00.-",4,4,25/8/17,0.04,1,0
60948,ACCOMMODATIONS GALORE #2,126607,Laurine,"East Harlem, Manhattan",40.80942;-73.93936,Entire home/apt,"$140,00.-",3,135,20/6/19,1.3,3,192
61167,Colorful Private One Bedroom Apt,295760,Greta,"Little Italy, Manhattan",40.71961;-73.9954,Entire home/apt,"$135,00.-",2,21,12/12/15,0.2,1,0
61224,Huge Chelsea Loft,291112,Frank,"Chelsea, Manhattan",40.74358;-74.00027,Entire home/apt,"$500,00.-",2,35,27/7/17,0.34,1,348
61406,Great room in great location,297176,Bethania,"Harlem, Manhattan",40.80335;-73.9575,Private room,"$80,00.-",14,10,1/6/19,2.21,2,0
61492,Exclusive Room with Private Bath in  LES,297769,Tunji,"Chinatown, Manhattan",40.71445;-73.9908,Private room,"$120,00.-",4,171,23/6/19,1.8,2,-153
61509,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,"Midtown, Manhattan",40.75749;-73.96897,Entire home/apt,"$110,00.-",200,92,30/4/19,0.9,1,140
62095,BK Sweet Suite w/Kitchen&FullBath,281764,Colette&Sean,"East Flatbush, Brooklyn",40.64446;-73.9503,Entire home/apt,"$65,00.-",3,238,14/6/19,2.3,1,2
62427,Great East Village Apartment Rental,303882,Brie,"East Village, Manhattan",40.7268;-73.99079,Entire home/apt,"$130,00.-",50,56,26/5/19,0.58,1,56
62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,Sheila,"Bushwick, Brooklyn",40.688;-73.9171,Entire home/apt,"$99,00.-",3,111,22/6/19,2.13,1,68
62452,A SpeciaL!! Private Room in NY,303939,Lissette,"Tompkinsville, Staten Island",40.63536;-74.08537,Private room,"$36,00.-",2,193,25/6/19,1.85,6,360
62461,B NYC Staten Alternative...,303939,Lissette,"Tompkinsville, Staten Island",40.63627;-74.08543,Private room,"$37,00.-",2,147,10/6/19,1.44,6,0
62787,C Private Room By The Ferry,303939,Lissette,"Tompkinsville, Staten Island",40.63518;-74.08546,Private room,"$37,00.-",2,177,2/7/19,1.71,6,320
62891,Smallest House In The Village,306545,Olivia,"East Village, Manhattan",40.72477;-73.98161,Entire home/apt,"$175,00.-",3,185,24/5/19,1.78,2,326
62903,Beautiful modern studio apartment in heart of NYC,306605,Daniel,"Chelsea, Manhattan",40.74238;-73.99567,Entire home/apt,"$205,00.-",9,62,21/6/19,0.7,2,76
62925,Beautiful Landmarked Duplex,306739,Maya,"Greenpoint, Brooklyn",40.72945;-73.95511,Entire home/apt,"$285,00.-",3,124,16/6/19,1.22,3,279
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,308875,Scott,"Williamsburg, Brooklyn",40.70763;-73.95177,Private room,"$59,00.-",2,181,23/6/19,1.77,2,15
63320,D Private Che@p Room 2 Explore NYC,303939,Lissette,"Tompkinsville, Staten Island",40.63481;-74.08519,Private room,"$36,00.-",2,333,2/7/19,3.19,6,340
63360,Safe cute near subway& Manhattan NY NY retro style,307962,Dennis & Naoko,"Astoria, Queens",40.75384;-73.91433,Entire home/apt,"$99,00.-",5,441,24/6/19,4.5,1,226
63546,Large and Cozy Private Bedroom,308652,Antonín,"Kensington, Brooklyn",40.64106;-73.97426,Private room,"$39,00.-",1,45,16/5/19,0.46,2,365
63573,Small tidy bedroom in duplex,310458,Emily,"Park Slope, Brooklyn",40.66793;-73.98327,Private room,"$60,00.-",14,9,29/8/16,0.09,2,0
63588,LL3,295128,Carol Gloria,"Clason Point, Bronx",40.81309;-73.85514,Private room,"$90,00.-",2,0,,,7,349
63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,310670,Vie,"Eastchester, Bronx",40.88057;-73.83572,Entire home/apt,"$105,00.-",2,38,27/6/19,0.5,13,365
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,"Bedford-Stuyvesant, Brooklyn",40.68236;-73.94314,Entire home/apt,"$135,00.-",2,248,25/6/19,2.39,2,11
63693,Cottage in the Village,0,Olivia,"East Village, Manhattan",40.72185;-73.98246,Entire home/apt,"$390,00.-",5,143,19/6/19,1.38,2,316
63719,BEDROOM1 FOR RENT 10min from Manhan,311286,Helene,"Bedford-Stuyvesant, Brooklyn",40.68503;-73.95385,Private room,"$70,00.-",3,36,19/8/18,0.41,4,281
63913,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",312288,Paula,"Inwood, Manhattan",40.86648;-73.9263,Private room,"$75,00.-",7,0,,,2,-84
64000,Williamsburg near soho. / loftbed,312722,Kristian & Di,"Williamsburg, Brooklyn",40.7069;-73.95467,Private room,"$60,00.-",17,14,7/1/19,0.14,4,362
64015,Prime East Village 1 Bedroom,146944,David,"East Village, Manhattan",40.72807;-73.98594,Entire home/apt,"$200,00.-",3,0,,,1,0
64107,BROOKLYN  STUDIO APARTMENT,313317,Niya,"Crown Heights, Brooklyn",40.6778;-73.94339,Private room,"$100,00.-",3,279,24/6/19,2.69,1,301
64277,BEDROOM2 FOR RENT  10min from Manh,311286,Helene,"Bedford-Stuyvesant, Brooklyn",40.68317;-73.94701,Private room,"$70,00.-",4,18,2/1/19,0.22,4,189
64314,cozy bedroom in lovely garden apt,314256,Debbie,"Crown Heights, Brooklyn",40.6761;-73.9529,Private room,"$110,00.-",6,50,26/5/19,3.55,1,0
64365,Crown Heights Garden Apt.,314582,Anthony,"Crown Heights, Brooklyn",40.67586;-73.95155,Private room,"$60,00.-",2,227,27/6/19,2.27,2,287
64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,7310,Tilly,"Little Italy, Manhattan",40.71702;-73.99811,Entire home/apt,"$90,00.-",14,1,2/1/19,0.16,1,14
64837,ENJOY Downtown NYC!!,46978,Edward,"East Village, Manhattan",40.72321;-73.98157,Private room,"$68,00.-",2,203,23/6/19,1.96,2,86
65019,Charming UWS Treehouse Apt,317809,Claire,"Upper West Side, Manhattan",40.77956;-73.98098,Entire home/apt,"$115,00.-",2,210,6/7/19,2.1,1,261
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Juhli,"Bedford-Stuyvesant, Brooklyn",40.68276;-73.95264,Private room,"$75,00.-",5,64,5/1/19,0.67,1,68
65556,"Room in S3rd/Bedford, Williamsburg",320422,Marlon,"Williamsburg, Brooklyn",40.71368;-73.9626,Private room,"$60,00.-",3,0,,,1,0
65562,CHARMING EAST VILLAGE 2 (or 1) BR,320450,Mary D,"East Village, Manhattan",40.72956;-73.98158,Entire home/apt,"$129,00.-",7,5,3/1/19,0.15,1,231
65615,Farmhouse Apartment in Williamsburg,320761,Valerie,"Williamsburg, Brooklyn",40.71069;-73.95175,Entire home/apt,"$130,00.-",10,49,29/6/19,0.48,1,152
65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,"Williamsburg, Brooklyn",40.70863;-73.94641,Entire home/apt,"$95,00.-",4,132,7/7/19,1.27,1,46
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,"Harlem, Manhattan",40.82888;-73.94307,Private room,"$75,00.-",3,20,2/1/19,0.26,1,364
65834,Beautiful 1 Bedroom Apt Park Slope,321934,Jessica,"Park Slope, Brooklyn",40.67319;-73.97323,Entire home/apt,"$175,00.-",2,11,2/5/13,0.11,1,246
66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,"Carroll Gardens, Brooklyn",40.67846;-73.99443,Entire home/apt,"$190,00.-",3,51,1/7/19,0.57,1,-104
66026,Private Bedroom Brownstone Brooklyn,322716,Alex,"Crown Heights, Brooklyn",40.6715;-73.94808,Private room,"$49,00.-",21,15,30/6/19,0.15,5,331
66251,East Village Loft with Piano & Patio,324460,Samir,"East Village, Manhattan",40.72681;-73.98534,Entire home/apt,"$212,00.-",3,67,25/6/19,1.31,1,51
66275,Lower East Side Magic Room,314941,Tony,"Lower East Side, Manhattan",40.71904;-73.99392,Private room,"$95,00.-",1,109,23/6/19,1.11,3,364
66451,**Fantastic Williamsburg Apt**,325389,Luis Fernando,"Williamsburg, Brooklyn",40.71031;-73.9583,Entire home/apt,"$140,00.-",2,9,16/2/19,0.11,1,254
66718,West Harlem Home Base - Eco-Apt.,136227,Henning,"Harlem, Manhattan",40.81322;-73.95306,Entire home/apt,"$135,00.-",6,187,23/6/19,1.87,1,189
66741,Charming Garden Apt in Park Slope,327673,Stefano,"Park Slope, Brooklyn",40.67732;-73.98225,Entire home/apt,"$150,00.-",2,214,23/6/19,2.08,2,263
66974,"Lovely, Modern, Garden Apartment",329436,Jana,"Gowanus, Brooklyn",40.68076;-73.9896,Entire home/apt,"$190,00.-",3,69,1/7/19,0.79,2,258
67288,Central Park 1BR sunny condo,101597,Per,"East Harlem, Manhattan",40.79603;-73.94903,Entire home/apt,"$124,00.-",28,22,15/6/19,0.26,1,103
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,"Williamsburg, Brooklyn",40.71492;-73.96282,Entire home/apt,"$135,00.-",30,56,6/5/19,0.56,1,42
67397,SoHa comfort-by NW Central Park!,332189,Elise,"Morningside Heights, Manhattan",40.80393;-73.95838,Private room,"$122,00.-",3,93,22/6/19,0.93,1,246
68099,Cozy room in Upper West Side,323517,Deda,"Upper West Side, Manhattan",40.80082;-73.9652,Private room,"$109,00.-",1,104,25/6/19,1.05,2,364
68305,Cozy Private Room in Apartment,338454,Share,"Harlem, Manhattan",40.82976;-73.94867,Private room,"$85,00.-",30,64,6/7/18,0.68,1,318
68403,The Cozy Brownstone Inn (discount)!,240427,Naimah,"Bedford-Stuyvesant, Brooklyn",40.683;-73.91981,Entire home/apt,"$145,00.-",3,127,24/6/19,1.25,2,72
68735,Prewar Penthouse w Private Terrace,342054,Violetta,"Upper West Side, Manhattan",40.78971;-73.9729,Entire home/apt,"$195,00.-",11,30,13/6/19,0.32,1,249
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Jenna,"Carroll Gardens, Brooklyn",40.67817;-73.99495,Entire home/apt,"$250,00.-",2,106,27/6/19,1.34,3,272
68900,Bright Beautiful Brooklyn,343250,Jason,"Greenpoint, Brooklyn",40.73119;-73.95578,Private room,"$125,00.-",3,6,13/11/16,0.1,1,325
68974,Unique spacious loft on the Bowery,281229,Alicia,"Little Italy, Manhattan",40.71943;-73.99627,Entire home/apt,"$575,00.-",2,191,20/6/19,1.88,1,298
69894,"Nice renovated apt, prime location!",352168,Silvia,"Upper West Side, Manhattan",40.78;-73.98249,Entire home/apt,"$150,00.-",30,48,11/6/19,0.55,1,35
69921,Brooklyn Writer's Nook,155689,Joab,"Bushwick, Brooklyn",40.70514;-73.91922,Private room,"$70,00.-",5,47,29/6/19,0.49,1,203
70095,Private Bedroom in Large NYC Apartment,353965,Mary And Geoff,"Inwood, Manhattan",40.86713;-73.92811,Private room,"$90,00.-",2,120,30/6/19,1.27,1,132
70128,"Large, Sunny Room East Village NYC",354330,Eyal,"East Village, Manhattan",40.73198;-73.98881,Private room,"$65,00.-",3,52,10/1/19,0.63,1,5
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,"East Village, Manhattan",40.72542;-73.97986,Entire home/apt,"$500,00.-",2,48,16/6/19,0.48,4,297
71010,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,"Washington Heights, Manhattan",40.83494;-73.93869,Entire home/apt,"$250,00.-",3,32,24/5/19,0.43,2,276
71248,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,"Chinatown, Manhattan",40.71659;-73.98945,Entire home/apt,"$125,00.-",25,43,17/6/19,0.42,1,102
71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,"West Village, Manhattan",40.72966;-74.00243,Entire home/apt,"$200,00.-",30,39,25/6/19,0.44,1,251
71384,Gigantic Private Brooklyn Loft!,365153,Ben,"Greenpoint, Brooklyn",40.72898;-73.95552,Entire home/apt,"$229,00.-",1,50,13/5/14,0.5,1,188
71812,Condo Apartment with laundry in unit,369015,Thai,"Kingsbridge, Bronx",40.87207;-73.90193,Entire home/apt,"$90,00.-",30,4,2/1/19,0.35,2,346
72190,1BR: See Central Park from Terrace!,373085,Hudson,"Upper West Side, Manhattan",40.77728;-73.97818,Entire home/apt,"$110,00.-",13,38,15/2/19,0.39,1,0
72265,Private room in cozy Greenpoint,340692,Vanessa,"Greenpoint, Brooklyn",40.72646;-73.95341,Private room,"$59,00.-",3,29,16/6/19,0.36,1,15
74073,Food & Music Dream Apartment in Williamsburg,211877,Daniel,"Williamsburg, Brooklyn",40.71015;-73.96101,Entire home/apt,"$195,00.-",4,59,23/6/19,0.6,1,71
74240,French Garden cottage off Bedford,389924,Patty,"Williamsburg, Brooklyn",40.71903;-73.9597,Entire home/apt,"$169,00.-",1,68,7/6/19,0.67,2,-135
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,"East Harlem, Manhattan",40.80892;-73.93985,Entire home/apt,"$113,00.-",14,26,25/11/15,0.27,3,253
74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,G & S,"Harlem, Manhattan",40.80276;-73.9567,Entire home/apt,"$250,00.-",14,31,22/8/12,0.31,1,78
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,"Astoria, Queens",40.77635;-73.93426,Entire home/apt,"$115,00.-",2,198,31/5/19,2.01,1,257
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,"Greenpoint, Brooklyn",40.72488;-73.95018,Private room,"$55,00.-",2,1,28/3/11,0.01,1,0
75193,BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,Scott,"Williamsburg, Brooklyn",40.71398;-73.95763,Private room,"$69,00.-",2,220,22/6/19,2.17,2,8
